"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"67","0.3","0.3","100","random","0.7","0.2","0.7","2","65","45","20"
"67","0.3","0.3","100","random","0.7","0.2","0.7","3","83","59","24"
"67","0.3","0.3","100","random","0.7","0.2","0.7","4","93","65","28"
"67","0.3","0.3","100","random","0.7","0.2","0.7","5","100","70","30"
"68","0.3","0.3","100","random","0.8","0.2","0.7","0","0","0","0"
"68","0.3","0.3","100","random","0.8","0.2","0.7","1","33","23","10"
"69","0.3","0.3","100","random","0.9","0.2","0.7","0","0","0","0"
"68","0.3","0.3","100","random","0.8","0.2","0.7","2","70","48","22"
"69","0.3","0.3","100","random","0.9","0.2","0.7","1","20","12","8"
"70","0.3","0.3","100","random","1","0.2","0.7","0","0","0","0"
"71","0.3","0.3","100","random","0.1","0.2","0.7","0","0","0","0"
"68","0.3","0.3","100","random","0.8","0.2","0.7","3","96","67","29"
"69","0.3","0.3","100","random","0.9","0.2","0.7","2","50","33","17"
"68","0.3","0.3","100","random","0.8","0.2","0.7","4","99","69","30"
"68","0.3","0.3","100","random","0.8","0.2","0.7","5","99","69","30"
"68","0.3","0.3","100","random","0.8","0.2","0.7","6","99","69","30"
"69","0.3","0.3","100","random","0.9","0.2","0.7","3","88","60","28"
"68","0.3","0.3","100","random","0.8","0.2","0.7","7","100","70","30"
"70","0.3","0.3","100","random","1","0.2","0.7","1","28","17","11"
"71","0.3","0.3","100","random","0.1","0.2","0.7","1","21","14","7"
"69","0.3","0.3","100","random","0.9","0.2","0.7","4","99","70","29"
"69","0.3","0.3","100","random","0.9","0.2","0.7","5","100","70","30"
"70","0.3","0.3","100","random","1","0.2","0.7","2","67","44","23"
"71","0.3","0.3","100","random","0.1","0.2","0.7","2","32","23","9"
"70","0.3","0.3","100","random","1","0.2","0.7","3","95","67","28"
"71","0.3","0.3","100","random","0.1","0.2","0.7","3","44","31","13"
"70","0.3","0.3","100","random","1","0.2","0.7","4","100","70","30"
"71","0.3","0.3","100","random","0.1","0.2","0.7","4","53","36","17"
"71","0.3","0.3","100","random","0.1","0.2","0.7","5","61","44","17"
"71","0.3","0.3","100","random","0.1","0.2","0.7","6","73","52","21"
"71","0.3","0.3","100","random","0.1","0.2","0.7","7","77","54","23"
"71","0.3","0.3","100","random","0.1","0.2","0.7","8","83","58","25"
"71","0.3","0.3","100","random","0.1","0.2","0.7","9","86","61","25"
"71","0.3","0.3","100","random","0.1","0.2","0.7","10","89","64","25"
"71","0.3","0.3","100","random","0.1","0.2","0.7","11","90","65","25"
"71","0.3","0.3","100","random","0.1","0.2","0.7","12","93","67","26"
"71","0.3","0.3","100","random","0.1","0.2","0.7","13","95","67","28"
"73","0.3","0.3","100","random","0.3","0.2","0.7","0","0","0","0"
"72","0.3","0.3","100","random","0.2","0.2","0.7","0","0","0","0"
"71","0.3","0.3","100","random","0.1","0.2","0.7","14","98","70","28"
"71","0.3","0.3","100","random","0.1","0.2","0.7","15","98","70","28"
"71","0.3","0.3","100","random","0.1","0.2","0.7","16","99","70","29"
"71","0.3","0.3","100","random","0.1","0.2","0.7","17","99","70","29"
"71","0.3","0.3","100","random","0.1","0.2","0.7","18","99","70","29"
"73","0.3","0.3","100","random","0.3","0.2","0.7","1","20","12","8"
"71","0.3","0.3","100","random","0.1","0.2","0.7","19","100","70","30"
"72","0.3","0.3","100","random","0.2","0.2","0.7","1","23","17","6"
"73","0.3","0.3","100","random","0.3","0.2","0.7","2","44","25","19"
"72","0.3","0.3","100","random","0.2","0.2","0.7","2","50","39","11"
"74","0.3","0.3","100","random","0.4","0.2","0.7","0","0","0","0"
"72","0.3","0.3","100","random","0.2","0.2","0.7","3","61","47","14"
"73","0.3","0.3","100","random","0.3","0.2","0.7","3","61","39","22"
"72","0.3","0.3","100","random","0.2","0.2","0.7","4","70","52","18"
"73","0.3","0.3","100","random","0.3","0.2","0.7","4","73","49","24"
"74","0.3","0.3","100","random","0.4","0.2","0.7","1","24","19","5"
"73","0.3","0.3","100","random","0.3","0.2","0.7","5","77","51","26"
"72","0.3","0.3","100","random","0.2","0.2","0.7","5","78","55","23"
"73","0.3","0.3","100","random","0.3","0.2","0.7","6","90","62","28"
"72","0.3","0.3","100","random","0.2","0.2","0.7","6","84","60","24"
"73","0.3","0.3","100","random","0.3","0.2","0.7","7","95","66","29"
"72","0.3","0.3","100","random","0.2","0.2","0.7","7","88","62","26"
"74","0.3","0.3","100","random","0.4","0.2","0.7","2","46","37","9"
"72","0.3","0.3","100","random","0.2","0.2","0.7","8","91","65","26"
"73","0.3","0.3","100","random","0.3","0.2","0.7","8","97","68","29"
"73","0.3","0.3","100","random","0.3","0.2","0.7","9","99","70","29"
"72","0.3","0.3","100","random","0.2","0.2","0.7","9","95","66","29"
"73","0.3","0.3","100","random","0.3","0.2","0.7","10","100","70","30"
"72","0.3","0.3","100","random","0.2","0.2","0.7","10","98","69","29"
"74","0.3","0.3","100","random","0.4","0.2","0.7","3","57","46","11"
"72","0.3","0.3","100","random","0.2","0.2","0.7","11","98","69","29"
"72","0.3","0.3","100","random","0.2","0.2","0.7","12","99","69","30"
"72","0.3","0.3","100","random","0.2","0.2","0.7","13","100","70","30"
"74","0.3","0.3","100","random","0.4","0.2","0.7","4","78","55","23"
"74","0.3","0.3","100","random","0.4","0.2","0.7","5","88","61","27"
"74","0.3","0.3","100","random","0.4","0.2","0.7","6","90","62","28"
"75","0.3","0.3","100","random","0.5","0.2","0.7","0","0","0","0"
"74","0.3","0.3","100","random","0.4","0.2","0.7","7","99","69","30"
"74","0.3","0.3","100","random","0.4","0.2","0.7","8","99","69","30"
"74","0.3","0.3","100","random","0.4","0.2","0.7","9","99","69","30"
"75","0.3","0.3","100","random","0.5","0.2","0.7","1","30","23","7"
"74","0.3","0.3","100","random","0.4","0.2","0.7","10","100","70","30"
"75","0.3","0.3","100","random","0.5","0.2","0.7","2","60","43","17"
"75","0.3","0.3","100","random","0.5","0.2","0.7","3","80","59","21"
"75","0.3","0.3","100","random","0.5","0.2","0.7","4","89","64","25"
"75","0.3","0.3","100","random","0.5","0.2","0.7","5","99","70","29"
"75","0.3","0.3","100","random","0.5","0.2","0.7","6","100","70","30"
"76","0.3","0.3","100","random","0.6","0.2","0.7","0","0","0","0"
"76","0.3","0.3","100","random","0.6","0.2","0.7","1","21","15","6"
"76","0.3","0.3","100","random","0.6","0.2","0.7","2","46","32","14"
"76","0.3","0.3","100","random","0.6","0.2","0.7","3","63","44","19"
"76","0.3","0.3","100","random","0.6","0.2","0.7","4","87","61","26"
"76","0.3","0.3","100","random","0.6","0.2","0.7","5","94","67","27"
"76","0.3","0.3","100","random","0.6","0.2","0.7","6","98","68","30"
"76","0.3","0.3","100","random","0.6","0.2","0.7","7","100","70","30"
"77","0.3","0.3","100","random","0.7","0.2","0.7","0","0","0","0"
"77","0.3","0.3","100","random","0.7","0.2","0.7","1","20","12","8"
"77","0.3","0.3","100","random","0.7","0.2","0.7","2","57","37","20"
"77","0.3","0.3","100","random","0.7","0.2","0.7","3","85","58","27"
"77","0.3","0.3","100","random","0.7","0.2","0.7","4","98","69","29"
"77","0.3","0.3","100","random","0.7","0.2","0.7","5","100","70","30"
"79","0.3","0.3","100","random","0.9","0.2","0.7","0","0","0","0"
"78","0.3","0.3","100","random","0.8","0.2","0.7","0","0","0","0"
"79","0.3","0.3","100","random","0.9","0.2","0.7","1","20","14","6"
"79","0.3","0.3","100","random","0.9","0.2","0.7","2","63","43","20"
"78","0.3","0.3","100","random","0.8","0.2","0.7","1","32","23","9"
"79","0.3","0.3","100","random","0.9","0.2","0.7","3","89","61","28"
"79","0.3","0.3","100","random","0.9","0.2","0.7","4","99","69","30"
"79","0.3","0.3","100","random","0.9","0.2","0.7","5","100","70","30"
"78","0.3","0.3","100","random","0.8","0.2","0.7","2","70","49","21"
"78","0.3","0.3","100","random","0.8","0.2","0.7","3","87","60","27"
"78","0.3","0.3","100","random","0.8","0.2","0.7","4","93","66","27"
"78","0.3","0.3","100","random","0.8","0.2","0.7","5","100","70","30"
"80","0.3","0.3","100","random","1","0.2","0.7","0","0","0","0"
"80","0.3","0.3","100","random","1","0.2","0.7","1","26","22","4"
"80","0.3","0.3","100","random","1","0.2","0.7","2","57","41","16"
"80","0.3","0.3","100","random","1","0.2","0.7","3","84","56","28"
"80","0.3","0.3","100","random","1","0.2","0.7","4","100","70","30"
"81","0.3","0.3","100","random","0.1","0.2","0.7","0","0","0","0"
"81","0.3","0.3","100","random","0.1","0.2","0.7","1","25","16","9"
"81","0.3","0.3","100","random","0.1","0.2","0.7","2","40","27","13"
"81","0.3","0.3","100","random","0.1","0.2","0.7","3","53","36","17"
"81","0.3","0.3","100","random","0.1","0.2","0.7","4","67","46","21"
"81","0.3","0.3","100","random","0.1","0.2","0.7","5","74","51","23"
"83","0.3","0.3","100","random","0.3","0.2","0.7","0","0","0","0"
"82","0.3","0.3","100","random","0.2","0.2","0.7","0","0","0","0"
"81","0.3","0.3","100","random","0.1","0.2","0.7","6","81","57","24"
"81","0.3","0.3","100","random","0.1","0.2","0.7","7","86","59","27"
"81","0.3","0.3","100","random","0.1","0.2","0.7","8","88","61","27"
"82","0.3","0.3","100","random","0.2","0.2","0.7","1","21","11","10"
"83","0.3","0.3","100","random","0.3","0.2","0.7","1","17","9","8"
"81","0.3","0.3","100","random","0.1","0.2","0.7","9","91","62","29"
"81","0.3","0.3","100","random","0.1","0.2","0.7","10","93","63","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","2","42","27","15"
"81","0.3","0.3","100","random","0.1","0.2","0.7","11","96","66","30"
"81","0.3","0.3","100","random","0.1","0.2","0.7","12","96","66","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","2","38","26","12"
"81","0.3","0.3","100","random","0.1","0.2","0.7","13","97","67","30"
"81","0.3","0.3","100","random","0.1","0.2","0.7","14","97","67","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","3","49","30","19"
"81","0.3","0.3","100","random","0.1","0.2","0.7","15","97","67","30"
"81","0.3","0.3","100","random","0.1","0.2","0.7","16","99","69","30"
"81","0.3","0.3","100","random","0.1","0.2","0.7","17","99","69","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","3","58","38","20"
"81","0.3","0.3","100","random","0.1","0.2","0.7","18","100","70","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","4","70","46","24"
"83","0.3","0.3","100","random","0.3","0.2","0.7","4","75","51","24"
"82","0.3","0.3","100","random","0.2","0.2","0.7","5","75","50","25"
"83","0.3","0.3","100","random","0.3","0.2","0.7","5","82","58","24"
"82","0.3","0.3","100","random","0.2","0.2","0.7","6","87","60","27"
"82","0.3","0.3","100","random","0.2","0.2","0.7","7","91","63","28"
"83","0.3","0.3","100","random","0.3","0.2","0.7","6","90","63","27"
"82","0.3","0.3","100","random","0.2","0.2","0.7","8","95","65","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","7","97","68","29"
"82","0.3","0.3","100","random","0.2","0.2","0.7","9","95","65","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","8","98","69","29"
"82","0.3","0.3","100","random","0.2","0.2","0.7","10","97","67","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","9","99","69","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","11","97","67","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","10","99","69","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","12","99","69","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","11","99","69","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","13","99","69","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","12","99","69","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","14","99","69","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","13","99","69","30"
"83","0.3","0.3","100","random","0.3","0.2","0.7","14","100","70","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","15","99","69","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","16","99","69","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","17","99","69","30"
"82","0.3","0.3","100","random","0.2","0.2","0.7","18","100","70","30"
"84","0.3","0.3","100","random","0.4","0.2","0.7","0","0","0","0"
"84","0.3","0.3","100","random","0.4","0.2","0.7","1","14","11","3"
"84","0.3","0.3","100","random","0.4","0.2","0.7","2","30","22","8"
"84","0.3","0.3","100","random","0.4","0.2","0.7","3","56","39","17"
"84","0.3","0.3","100","random","0.4","0.2","0.7","4","74","52","22"
"84","0.3","0.3","100","random","0.4","0.2","0.7","5","82","57","25"
"85","0.3","0.3","100","random","0.5","0.2","0.7","0","0","0","0"
"84","0.3","0.3","100","random","0.4","0.2","0.7","6","88","62","26"
"84","0.3","0.3","100","random","0.4","0.2","0.7","7","94","67","27"
"87","0.3","0.3","100","random","0.7","0.2","0.7","0","0","0","0"
"85","0.3","0.3","100","random","0.5","0.2","0.7","1","23","18","5"
"84","0.3","0.3","100","random","0.4","0.2","0.7","8","96","68","28"
"84","0.3","0.3","100","random","0.4","0.2","0.7","9","98","68","30"
"84","0.3","0.3","100","random","0.4","0.2","0.7","10","98","68","30"
"84","0.3","0.3","100","random","0.4","0.2","0.7","11","99","69","30"
"87","0.3","0.3","100","random","0.7","0.2","0.7","1","42","31","11"
"84","0.3","0.3","100","random","0.4","0.2","0.7","12","100","70","30"
"85","0.3","0.3","100","random","0.5","0.2","0.7","2","49","38","11"
"87","0.3","0.3","100","random","0.7","0.2","0.7","2","77","56","21"
"85","0.3","0.3","100","random","0.5","0.2","0.7","3","70","51","19"
"87","0.3","0.3","100","random","0.7","0.2","0.7","3","93","66","27"
"86","0.3","0.3","100","random","0.6","0.2","0.7","0","0","0","0"
"85","0.3","0.3","100","random","0.5","0.2","0.7","4","82","59","23"
"87","0.3","0.3","100","random","0.7","0.2","0.7","4","99","69","30"
"87","0.3","0.3","100","random","0.7","0.2","0.7","5","99","69","30"
"87","0.3","0.3","100","random","0.7","0.2","0.7","6","99","69","30"
"85","0.3","0.3","100","random","0.5","0.2","0.7","5","90","63","27"
"87","0.3","0.3","100","random","0.7","0.2","0.7","7","99","69","30"
"85","0.3","0.3","100","random","0.5","0.2","0.7","6","95","66","29"
"87","0.3","0.3","100","random","0.7","0.2","0.7","8","100","70","30"
"86","0.3","0.3","100","random","0.6","0.2","0.7","1","25","18","7"
"85","0.3","0.3","100","random","0.5","0.2","0.7","7","98","68","30"
"85","0.3","0.3","100","random","0.5","0.2","0.7","8","99","69","30"
"85","0.3","0.3","100","random","0.5","0.2","0.7","9","100","70","30"
"86","0.3","0.3","100","random","0.6","0.2","0.7","2","63","41","22"
"86","0.3","0.3","100","random","0.6","0.2","0.7","3","81","54","27"
"86","0.3","0.3","100","random","0.6","0.2","0.7","4","90","62","28"
"86","0.3","0.3","100","random","0.6","0.2","0.7","5","97","69","28"
"86","0.3","0.3","100","random","0.6","0.2","0.7","6","98","70","28"
"86","0.3","0.3","100","random","0.6","0.2","0.7","7","100","70","30"
"88","0.3","0.3","100","random","0.8","0.2","0.7","0","0","0","0"
"88","0.3","0.3","100","random","0.8","0.2","0.7","1","28","21","7"
"88","0.3","0.3","100","random","0.8","0.2","0.7","2","60","42","18"
"88","0.3","0.3","100","random","0.8","0.2","0.7","3","87","65","22"
"89","0.3","0.3","100","random","0.9","0.2","0.7","0","0","0","0"
"88","0.3","0.3","100","random","0.8","0.2","0.7","4","97","69","28"
"88","0.3","0.3","100","random","0.8","0.2","0.7","5","100","70","30"
"89","0.3","0.3","100","random","0.9","0.2","0.7","1","47","30","17"
"90","0.3","0.3","100","random","1","0.2","0.7","0","0","0","0"
"89","0.3","0.3","100","random","0.9","0.2","0.7","2","87","58","29"
"90","0.3","0.3","100","random","1","0.2","0.7","1","18","14","4"
"89","0.3","0.3","100","random","0.9","0.2","0.7","3","99","69","30"
"89","0.3","0.3","100","random","0.9","0.2","0.7","4","100","70","30"
"90","0.3","0.3","100","random","1","0.2","0.7","2","63","42","21"
"90","0.3","0.3","100","random","1","0.2","0.7","3","94","66","28"
"90","0.3","0.3","100","random","1","0.2","0.7","4","99","69","30"
"90","0.3","0.3","100","random","1","0.2","0.7","5","100","70","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","0","0","0","0"
"91","0.3","0.3","100","random","0.1","0.2","0.7","1","12","7","5"
"92","0.3","0.3","100","random","0.2","0.2","0.7","0","0","0","0"
"91","0.3","0.3","100","random","0.1","0.2","0.7","2","22","16","6"
"93","0.3","0.3","100","random","0.3","0.2","0.7","0","0","0","0"
"92","0.3","0.3","100","random","0.2","0.2","0.7","1","17","12","5"
"91","0.3","0.3","100","random","0.1","0.2","0.7","3","39","28","11"
"93","0.3","0.3","100","random","0.3","0.2","0.7","1","31","25","6"
"92","0.3","0.3","100","random","0.2","0.2","0.7","2","37","27","10"
"94","0.3","0.3","100","random","0.4","0.2","0.7","0","0","0","0"
"92","0.3","0.3","100","random","0.2","0.2","0.7","3","54","38","16"
"93","0.3","0.3","100","random","0.3","0.2","0.7","2","55","45","10"
"91","0.3","0.3","100","random","0.1","0.2","0.7","4","54","40","14"
"92","0.3","0.3","100","random","0.2","0.2","0.7","4","65","46","19"
"94","0.3","0.3","100","random","0.4","0.2","0.7","1","32","23","9"
"93","0.3","0.3","100","random","0.3","0.2","0.7","3","71","56","15"
"91","0.3","0.3","100","random","0.1","0.2","0.7","5","67","47","20"
"92","0.3","0.3","100","random","0.2","0.2","0.7","5","77","53","24"
"93","0.3","0.3","100","random","0.3","0.2","0.7","4","85","64","21"
"94","0.3","0.3","100","random","0.4","0.2","0.7","2","49","35","14"
"93","0.3","0.3","100","random","0.3","0.2","0.7","5","93","67","26"
"92","0.3","0.3","100","random","0.2","0.2","0.7","6","82","56","26"
"91","0.3","0.3","100","random","0.1","0.2","0.7","6","79","54","25"
"93","0.3","0.3","100","random","0.3","0.2","0.7","6","98","70","28"
"92","0.3","0.3","100","random","0.2","0.2","0.7","7","85","59","26"
"93","0.3","0.3","100","random","0.3","0.2","0.7","7","99","70","29"
"94","0.3","0.3","100","random","0.4","0.2","0.7","3","70","52","18"
"93","0.3","0.3","100","random","0.3","0.2","0.7","8","99","70","29"
"91","0.3","0.3","100","random","0.1","0.2","0.7","7","89","61","28"
"93","0.3","0.3","100","random","0.3","0.2","0.7","9","100","70","30"
"92","0.3","0.3","100","random","0.2","0.2","0.7","8","90","63","27"
"94","0.3","0.3","100","random","0.4","0.2","0.7","4","86","62","24"
"91","0.3","0.3","100","random","0.1","0.2","0.7","8","93","63","30"
"92","0.3","0.3","100","random","0.2","0.2","0.7","9","93","65","28"
"94","0.3","0.3","100","random","0.4","0.2","0.7","5","94","68","26"
"91","0.3","0.3","100","random","0.1","0.2","0.7","9","94","64","30"
"94","0.3","0.3","100","random","0.4","0.2","0.7","6","96","68","28"
"92","0.3","0.3","100","random","0.2","0.2","0.7","10","95","67","28"
"94","0.3","0.3","100","random","0.4","0.2","0.7","7","98","68","30"
"92","0.3","0.3","100","random","0.2","0.2","0.7","11","96","68","28"
"91","0.3","0.3","100","random","0.1","0.2","0.7","10","97","67","30"
"94","0.3","0.3","100","random","0.4","0.2","0.7","8","99","69","30"
"92","0.3","0.3","100","random","0.2","0.2","0.7","12","99","69","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","11","98","68","30"
"92","0.3","0.3","100","random","0.2","0.2","0.7","13","99","69","30"
"94","0.3","0.3","100","random","0.4","0.2","0.7","9","100","70","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","12","98","68","30"
"92","0.3","0.3","100","random","0.2","0.2","0.7","14","99","69","30"
"92","0.3","0.3","100","random","0.2","0.2","0.7","15","100","70","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","13","98","68","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","14","98","68","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","15","99","69","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","16","99","69","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","17","99","69","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","18","99","69","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","19","99","69","30"
"91","0.3","0.3","100","random","0.1","0.2","0.7","20","100","70","30"
"95","0.3","0.3","100","random","0.5","0.2","0.7","0","0","0","0"
"95","0.3","0.3","100","random","0.5","0.2","0.7","1","21","14","7"
"95","0.3","0.3","100","random","0.5","0.2","0.7","2","46","33","13"
"97","0.3","0.3","100","random","0.7","0.2","0.7","0","0","0","0"
"96","0.3","0.3","100","random","0.6","0.2","0.7","0","0","0","0"
"95","0.3","0.3","100","random","0.5","0.2","0.7","3","64","45","19"
"96","0.3","0.3","100","random","0.6","0.2","0.7","1","22","13","9"
"95","0.3","0.3","100","random","0.5","0.2","0.7","4","86","61","25"
"97","0.3","0.3","100","random","0.7","0.2","0.7","1","21","17","4"
"98","0.3","0.3","100","random","0.8","0.2","0.7","0","0","0","0"
"95","0.3","0.3","100","random","0.5","0.2","0.7","5","96","67","29"
"95","0.3","0.3","100","random","0.5","0.2","0.7","6","98","69","29"
"97","0.3","0.3","100","random","0.7","0.2","0.7","2","48","33","15"
"96","0.3","0.3","100","random","0.6","0.2","0.7","2","51","35","16"
"95","0.3","0.3","100","random","0.5","0.2","0.7","7","98","69","29"
"95","0.3","0.3","100","random","0.5","0.2","0.7","8","99","70","29"
"95","0.3","0.3","100","random","0.5","0.2","0.7","9","99","70","29"
"97","0.3","0.3","100","random","0.7","0.2","0.7","3","82","55","27"
"98","0.3","0.3","100","random","0.8","0.2","0.7","1","18","12","6"
"95","0.3","0.3","100","random","0.5","0.2","0.7","10","99","70","29"
"96","0.3","0.3","100","random","0.6","0.2","0.7","3","73","48","25"
"95","0.3","0.3","100","random","0.5","0.2","0.7","11","100","70","30"
"97","0.3","0.3","100","random","0.7","0.2","0.7","4","93","65","28"
"97","0.3","0.3","100","random","0.7","0.2","0.7","5","98","70","28"
"96","0.3","0.3","100","random","0.6","0.2","0.7","4","90","60","30"
"97","0.3","0.3","100","random","0.7","0.2","0.7","6","100","70","30"
"96","0.3","0.3","100","random","0.6","0.2","0.7","5","94","64","30"
"98","0.3","0.3","100","random","0.8","0.2","0.7","2","48","31","17"
"96","0.3","0.3","100","random","0.6","0.2","0.7","6","98","68","30"
"96","0.3","0.3","100","random","0.6","0.2","0.7","7","100","70","30"
"98","0.3","0.3","100","random","0.8","0.2","0.7","3","85","58","27"
"98","0.3","0.3","100","random","0.8","0.2","0.7","4","97","68","29"
"98","0.3","0.3","100","random","0.8","0.2","0.7","5","100","70","30"
"99","0.3","0.3","100","random","0.9","0.2","0.7","0","0","0","0"
"100","0.3","0.3","100","random","1","0.2","0.7","0","0","0","0"
"99","0.3","0.3","100","random","0.9","0.2","0.7","1","19","17","2"
"100","0.3","0.3","100","random","1","0.2","0.7","1","37","24","13"
"99","0.3","0.3","100","random","0.9","0.2","0.7","2","57","43","14"
"100","0.3","0.3","100","random","1","0.2","0.7","2","76","54","22"
"100","0.3","0.3","100","random","1","0.2","0.7","3","98","69","29"
"99","0.3","0.3","100","random","0.9","0.2","0.7","3","83","62","21"
"100","0.3","0.3","100","random","1","0.2","0.7","4","100","70","30"
"99","0.3","0.3","100","random","0.9","0.2","0.7","4","98","68","30"
"99","0.3","0.3","100","random","0.9","0.2","0.7","5","100","70","30"
